patent_number,topic,topic_label,app_year,country_code
US9962836B2,-1,Noise,2014,US
CN107995450A,-1,Noise,2017,CN
CN207319560U,24,T24,2017,CN
CN207302261U,46,T46,2017,CN
US9956407B2,2,T2,2015,US
CN107963145A,0,T0,2017,CN
CN207273208U,13,T13,2017,CN
CN207282517U,2,T2,2017,CN
NZ725474A,13,T13,2015,Other
NZ727012A,1,T1,2015,Other
NZ727046A,27,T27,2015,Other
JP2018068106A,-1,Noise,2017,JP
WO2018073405A2,11,T11,2017,Other
EP1972416B1,-1,Noise,2007,Other
EP3312824A1,11,T11,2016,Other
CN107953331A,-1,Noise,2017,CN
DE102016012385A1,22,T22,2016,DE
JP2018511125A,-1,Noise,2016,JP
US20180107175A1,-1,Noise,2016,US
CN107921648A,-1,Noise,2016,CN
CN207241837U,0,T0,2017,CN
CN107901046A,-1,Noise,2017,CN
CN207220812U,24,T24,2017,CN
CN106005092B,-1,Noise,2016,CN
CN107891839A,-1,Noise,2017,CN
CN207206443U,-1,Noise,2017,CN
CN207209153U,13,T13,2017,CN
CN104875813B,0,T0,2015,CN
CN106428484B,0,T0,2016,CN
CN107878592A,0,T0,2017,CN
CN207185985U,20,T20,2017,CN
WO2018060752A1,-1,Noise,2016,Other
CN104898672B,1,T1,2015,CN
CN107865545A,20,T20,2017,CN
CN207172081U,10,T10,2017,CN
CN207182098U,-1,Noise,2017,CN
CN107856756A,0,T0,2017,CN
CN207151225U,39,T39,2017,CN
CN207165176U,31,T31,2017,CN
CN207165177U,31,T31,2017,CN
HK1236471A,-1,Noise,2017,Other
CN107838931A,2,T2,2017,CN
CN207139820U,29,T29,2017,CN
CN107825473A,2,T2,2017,CN
NZ725276A,34,T34,2015,Other
DE102017119149A1,-1,Noise,2017,DE
CN107816951A,-1,Noise,2017,CN
CN207123507U,-1,Noise,2017,CN
CN105798924B,72,T72,2016,CN
CN107807655A,3,T3,2017,CN
CN207104925U,2,T2,2017,CN
CN207109475U,18,T18,2017,CN
CN207115987U,14,T14,2017,CN
CN104202694B,2,T2,2014,CN
CN107791265A,67,T67,2016,CN
CN107796332A,-1,Noise,2017,CN
CN207089485U,0,T0,2017,CN
CN105137969B,3,T3,2015,CN
CN105259105B,20,T20,2015,CN
CN107775633A,19,T19,2017,CN
KR101836413B1,19,T19,2016,KR
WO2018041743A1,22,T22,2017,Other
CN107756441A,9,T9,2017,CN
CN107765686A,22,T22,2017,CN
CN107767959A,8,T8,2017,CN
CN107745384A,-1,Noise,2017,CN
IR95162B,29,T29,2016,Other
CH709251B1,2,T2,2014,Other
CN107738400A,66,T66,2017,CN
CN105963911B,14,T14,2016,CN
CN107716695A,-1,Noise,2017,CN
CN107727380A,16,T16,2017,CN
CN207029356U,0,T0,2017,CN
NZ726252A,-1,Noise,2015,Other
CN102730189B,0,T0,2012,CN
CN102756625B,0,T0,2012,CN
CN102756804B,0,T0,2012,CN
CN104281787B,11,T11,2014,CN
CN105353773B,-1,Noise,2015,CN
CN105607632B,3,T3,2015,CN
CN107030722B,4,T4,2017,CN
CN107697184A,0,T0,2017,CN
AU2015248794C1,58,T58,2015,Other
CN107685786A,0,T0,2017,CN
US9889563B1,-1,Noise,2017,US
CN206980024U,18,T18,2017,CN
CN206982673U,8,T8,2017,CN
AU2015248710B2,34,T34,2015,Other
SG11201609419RB,-1,Noise,2015,Other
CN206965128U,11,T11,2017,CN
CN105881550B,67,T67,2016,CN
CN206953009U,75,T75,2017,CN
CN206953019U,-1,Noise,2017,CN
AU2015248711B2,34,T34,2015,Other
CN105946483B,0,T0,2016,CN
CN107644441A,15,T15,2017,CN
CN107631256A,31,T31,2017,CN
CN107633719A,-1,Noise,2017,CN
NZ724839A,58,T58,2015,Other
TWI612497B,23,T23,2017,Other
CN107598896A,9,T9,2017,CN
CN107598897A,1,T1,2017,CN
CN107610376A,42,T42,2017,CN
CN107613254A,-1,Noise,2017,CN
CN206905624U,14,T14,2017,CN
CN206883927U,18,T18,2017,CN
CN206885198U,-1,Noise,2017,CN
CN206885201U,0,T0,2017,CN
CN107571933A,0,T0,2017,CN
CN107562052A,6,T6,2017,CN
CN107562053A,6,T6,2017,CN
CN107564065A,-1,Noise,2017,CN
CN206855451U,2,T2,2017,CN
CN206840098U,44,T44,2017,CN
DE102016216441B3,22,T22,2016,DE
WO2018000261A1,17,T17,2016,Other
CN107521724A,60,T60,2017,CN
WO2017220186A1,0,T0,2017,Other
CN104200816B,2,T2,2014,CN
CN107500146A,-1,Noise,2017,CN
CN107506360A,2,T2,2016,CN
NZ725275A,34,T34,2015,Other
NZ726418A,13,T13,2015,Other
DE102016007519A1,0,T0,2016,DE
CN206764788U,64,T64,2017,CN
CN206766180U,-1,Noise,2017,CN
CN206766181U,6,T6,2017,CN
CN206770874U,-1,Noise,2017,CN
CN105539626B,0,T0,2015,CN
CN105599822B,19,T19,2016,CN
CN107472396A,0,T0,2017,CN
CN107456302A,24,T24,2017,CN
CN107457802A,13,T13,2017,CN
CN206733044U,-1,Noise,2017,CN
CN206734445U,0,T0,2016,CN
SG11201608204QB,34,T34,2015,Other
JP2017536247A,-1,Noise,2015,JP
CN206709701U,-1,Noise,2017,CN
CN107416065A,0,T0,2017,CN
CN206690102U,2,T2,2017,CN
CN107407936A,-1,Noise,2016,CN
US9827679B2,-1,Noise,2015,US
CN107380294A,-1,Noise,2017,CN
CN206658943U,-1,Noise,2017,CN
CN206663258U,8,T8,2016,CN
CN206663279U,9,T9,2017,CN
CN206671254U,-1,Noise,2017,CN
CN206653064U,-1,Noise,2017,CN
JP2017204231A,2,T2,2016,JP
TH170435A,-1,Noise,2016,Other
AU2015248794B2,58,T58,2015,Other
CN104793621B,1,T1,2015,CN
CN105346618B,3,T3,2015,CN
CN105545829B,0,T0,2016,CN
CN107336233A,10,T10,2017,CN
CN107340738A,8,T8,2017,CN
CN107343382A,63,T63,2015,CN
CN206627091U,-1,Noise,2017,CN
KR101795429B1,-1,Noise,2015,KR
TH170376A,76,T76,2016,Other
TH170377A,-1,Noise,2017,Other
JP6227683B2,63,T63,2016,JP
JP6228605B2,-1,Noise,2013,JP
CN104331081B,3,T3,2014,CN
CN104375417B,29,T29,2014,CN
CN104487174B,-1,Noise,2013,CN
CN104656676B,10,T10,2014,CN
CN107323561A,0,T0,2017,CN
CN107331250A,14,T14,2017,CN
CN107309877A,-1,Noise,2017,CN
CN107315346A,1,T1,2017,CN
SG11201609420RB,76,T76,2015,Other
CN206601729U,31,T31,2016,CN
US9802314B2,-1,Noise,2016,US
WO2017181319A1,1,T1,2016,Other
WO2017181956A1,38,T38,2017,Other
WO2017181976A1,3,T3,2017,Other
CN104950888B,1,T1,2015,CN
CN105751200B,71,T71,2014,CN
CN206565690U,59,T59,2016,CN
CN107253204A,0,T0,2017,CN
CN107253497A,0,T0,2017,CN
CN107256284A,-1,Noise,2017,CN
KR1020170114614A,-1,Noise,2016,KR
CN105619379B,20,T20,2016,CN
CN206544552U,0,T0,2017,CN
US9784249B2,-1,Noise,2015,US
RU2632770C,5,T5,2016,RU
RU2632770C1,5,T5,2016,RU
WO2017166830A1,31,T31,2016,Other
MX2016013016A,34,T34,2015,Other
MX2016013020A,34,T34,2015,Other
MX2016015824A,-1,Noise,2015,Other
MX2016015826A,-1,Noise,2015,Other
CN105644650B,19,T19,2015,CN
CN107229226A,1,T1,2016,CN
TWI601426B,23,T23,2015,Other
NZ726224A,-1,Noise,2015,Other
WO2017163251A2,25,T25,2017,Other
KR101782345B1,-1,Noise,2015,KR
CN105171776B,0,T0,2015,CN
CN105329333B,3,T3,2015,CN
CN105460100B,0,T0,2015,CN
CN106313049B,4,T4,2016,CN
CN107203490A,1,T1,2017,CN
CN107209084A,-1,Noise,2015,CN
CN107182443A,39,T39,2017,CN
CN107186732A,2,T2,2017,CN
CN107187512A,-1,Noise,2017,CN
CN206509681U,36,T36,2016,CN
TH168063A,-1,Noise,2013,Other
CN107175674A,2,T2,2017,CN
CN206499796U,59,T59,2016,CN
CN107160399A,44,T44,2017,CN
CN107168061A,1,T1,2017,CN
CN107170321A,59,T59,2017,CN
US20170259428A1,-1,Noise,2017,US
AU2015270477B2,-1,Noise,2015,Other
CN206482959U,14,T14,2016,CN
KR101772974B1,48,T48,2010,KR
CN107145153A,70,T70,2017,CN
EP3213159A1,28,T28,2015,Other
CN105904455B,22,T22,2016,CN
CN107127760A,-1,Noise,2017,CN
CN107132840A,7,T7,2017,CN
CN107133564A,43,T43,2017,CN
CN107116549A,1,T1,2017,CN
CN107116572A,-1,Noise,2017,CN
CN206455655U,13,T13,2016,CN
TW201729961A,2,T2,2016,Other
CN103448063B,-1,Noise,2013,CN
AU2015270476B2,76,T76,2015,Other
CN206445813U,4,T4,2016,CN
CN206452472U,2,T2,2016,CN
CN104760630B,-1,Noise,2015,CN
CN206436253U,9,T9,2017,CN
CN102996151B,18,T18,2012,CN
WO2017142480A1,-1,Noise,2017,Other
CN107085422A,-1,Noise,2017,CN
BRPI1624133A2,34,T34,2015,Other
BRPI1624135A2,34,T34,2015,Other
BRPI1627953A2,-1,Noise,2015,Other
BRPI1628046A2,76,T76,2015,Other
BRPI1628357A2,-1,Noise,2015,Other
CN107049500A,-1,Noise,2017,CN
CN107049743A,24,T24,2017,CN
CN206414691U,14,T14,2017,CN
CN206419661U,-1,Noise,2017,CN
CN107045552A,3,T3,2017,CN
CN206406045U,72,T72,2017,CN
BRPI1623925A2,58,T58,2015,Other
CN107030722A,4,T4,2017,CN
DE102016102178A1,30,T30,2016,DE
CN206383150U,-1,Noise,2017,CN
CN206383949U,7,T7,2017,CN
CN206371136U,18,T18,2016,CN
JPWO2016067474A1,11,T11,2014,JP
US20170217028A1,25,T25,2015,US
CN206366995U,-1,Noise,2016,CN
TWI593524B,2,T2,2016,Other
CN104948139B,18,T18,2015,CN
CN106985594A,20,T20,2016,CN
CN106992909A,46,T46,2017,CN
US20170209796A1,2,T2,2016,US
GB201709199D0,11,T11,2017,GB
CN106981075A,-1,Noise,2017,CN
CN106981163A,43,T43,2017,CN
CN104932254B,1,T1,2015,CN
CN106965954A,0,T0,2017,CN
CN206342912U,11,T11,2016,CN
DE102016200455A1,22,T22,2016,DE
WO2017121044A1,18,T18,2016,Other
CN104678766B,1,T1,2015,CN
CN106956261A,-1,Noise,2017,CN
CN104942820B,12,T12,2015,CN
CN106943054A,-1,Noise,2017,CN
CN106945049A,1,T1,2017,CN
CN106945051A,14,T14,2017,CN
CN106950863A,29,T29,2017,CN
CN106952507A,5,T5,2017,CN
US20170198728A1,-1,Noise,2015,US
EP3188625A1,-1,Noise,2015,Other
CN206321793U,2,T2,2016,CN
CN105666498B,3,T3,2016,CN
CN106926222A,-1,Noise,2017,CN
CN106933100A,1,T1,2017,CN
CN206306128U,2,T2,2016,CN
KR1020170078269A,1,T1,2015,KR
CN102881100B,-1,Noise,2012,CN
WO2017115385A2,-1,Noise,2016,Other
CN104279705B,26,T26,2014,CN
CN105252532B,32,T32,2015,CN
CN106901764A,24,T24,2017,CN
CN106901765A,24,T24,2017,CN
CN106903695A,17,T17,2017,CN
CN206287131U,4,T4,2016,CN
IN7012CHE2015A,-1,Noise,2015,IN
DE202017102379U1,28,T28,2017,DE
MX2016015822A,76,T76,2015,Other
MX2016015823A,-1,Noise,2015,Other
MX2016015831A,13,T13,2015,Other
CN104799740B,-1,Noise,2015,CN
CN106891338A,29,T29,2017,CN
CN106892015A,2,T2,2015,CN
CN106899796A,26,T26,2015,CN
CN206277406U,4,T4,2016,CN
CN106882184A,7,T7,2017,CN
CN106882284A,-1,Noise,2017,CN
CN106886155A,6,T6,2017,CN
JP2017516670A,-1,Noise,2015,JP
JP2017516671A,76,T76,2015,JP
JP2017516672A,76,T76,2015,JP
US20170173791A1,-1,Noise,2015,US
WO2017103682A2,63,T63,2016,Other
CA3008562A1,63,T63,2016,Other
TWM544079U,46,T46,2017,Other
CN106863309A,10,T10,2015,CN
CN106871730A,-1,Noise,2017,CN
CN106873614A,1,T1,2017,CN
CN206267005U,18,T18,2016,CN
CN104236651B,1,T1,2014,CN
CN104985585B,9,T9,2015,CN
CN105035196B,2,T2,2015,CN
JP2017515698A,34,T34,2015,JP
CN104267618B,2,T2,2014,CN
CN105033997B,-1,Noise,2015,CN
CN105269577B,-1,Noise,2015,CN
CN106826759A,13,T13,2016,CN
CN206247215U,31,T31,2016,CN
IN201747006161A,63,T63,2017,IN
CN104635762B,1,T1,2015,CN
CN104656440B,1,T1,2014,CN
CN106803377A,-1,Noise,2017,CN
JP2017513724A,58,T58,2015,JP
JP2017513726A,34,T34,2015,JP
TW201720141A,23,T23,2015,Other
US20170151069A1,19,T19,2017,US
US20170151677A1,-1,Noise,2015,US
CN106730893A,11,T11,2017,CN
CN106737669A,3,T3,2016,CN
CN106737671A,1,T1,2016,CN
CN106737744A,29,T29,2016,CN
CN106767711A,43,T43,2016,CN
CN106791389A,-1,Noise,2016,CN
CN106794576A,34,T34,2015,CN
CN106794578A,76,T76,2015,CN
CN206200978U,64,T64,2016,CN
SG11201608202YB,34,T34,2015,Other
MX2016013018A,58,T58,2015,Other
WO2017087987A1,-1,Noise,2016,Other
US20170144299A1,34,T34,2015,US
US20170144306A1,34,T34,2015,US
CN104792559B,1,T1,2015,CN
CN105459120B,22,T22,2015,CN
CN106695791A,3,T3,2017,CN
CN106712573A,0,T0,2015,CN
WO2017080649A2,22,T22,2016,Other
CN106667716A,24,T24,2016,CN
CN106681341A,3,T3,2016,CN
US9649766B2,-1,Noise,2015,US
DE102015222166A1,22,T22,2015,DE
CN106625670A,-1,Noise,2016,CN
CN106625751A,-1,Noise,2016,CN
CN106628812A,18,T18,2016,CN
CN106646486A,2,T2,2016,CN
CN106647334A,1,T1,2017,CN
CN106660205A,58,T58,2015,CN
CN206154281U,-1,Noise,2016,CN
CN206154282U,-1,Noise,2016,CN
CN206154325U,8,T8,2016,CN
CN106607910A,1,T1,2015,CN
DE102015220517A1,58,T58,2015,DE
WO2017067661A1,58,T58,2016,Other
CN105178467B,66,T66,2015,CN
CN106584460A,1,T1,2016,CN
CN106584461A,1,T1,2016,CN
CN106585763A,-1,Noise,2016,CN
CN106600631A,51,T51,2016,CN
CN106603995A,2,T2,2016,CN
KR101728604B1,-1,Noise,2015,KR
CN104217107B,47,T47,2014,CN
CN106564052A,-1,Noise,2016,CN
CN106564055A,1,T1,2016,CN
CN106570523A,-1,Noise,2016,CN
CN106573370A,34,T34,2015,CN
CN106573371A,-1,Noise,2015,CN
CN106573377A,-1,Noise,2015,CN
CN206105891U,-1,Noise,2016,CN
CN206107973U,-1,Noise,2016,CN
KR1020170042547A,-1,Noise,2015,KR
US20170100842A1,58,T58,2015,US
CN104943765B,20,T20,2015,CN
CN206081552U,14,T14,2016,CN
CN206085042U,-1,Noise,2016,CN
CN206085068U,11,T11,2016,CN
CN206085631U,-1,Noise,2016,CN
EP3152008A1,76,T76,2015,Other
JP2017064835A,3,T3,2015,JP
US20170095925A1,-1,Noise,2016,US
CN104586608B,4,T4,2015,CN
CN104665962B,4,T4,2015,CN
CN104890756B,19,T19,2015,CN
CN105128011B,1,T1,2015,CN
CN105690383B,22,T22,2015,CN
CN206063775U,11,T11,2016,CN
CN206065876U,-1,Noise,2016,CN
CN206066467U,2,T2,2016,CN
EP3148751A1,25,T25,2015,Other
EP3148863A1,-1,Noise,2015,Other
EP3151399A1,-1,Noise,2015,Other
SG11201701093SA,-1,Noise,2015,Other
CN106547206A,3,T3,2016,CN
CN206060602U,49,T49,2016,CN
JP6105674B2,22,T22,2015,JP
US20170080565A1,-1,Noise,2015,US
CN104842372B,12,T12,2015,CN
CN105252544B,4,T4,2015,CN
CN106514653A,-1,Noise,2016,CN
CN106525049A,15,T15,2016,CN
CN106525630A,16,T16,2016,CN
CN106529118A,7,T7,2016,CN
CN206032651U,72,T72,2016,CN
DE102015011926A1,23,T23,2015,DE
KR1020170030078A,34,T34,2015,KR
US20170072560A1,76,T76,2015,US
CN104443105B,0,T0,2014,CN
CN106492470A,11,T11,2016,CN
CN106493738A,-1,Noise,2016,CN
CN206011103U,61,T61,2016,CN
KR1020170029408A,34,T34,2015,KR
KR1020170029409A,58,T58,2015,KR
WO2017036690A1,-1,Noise,2016,Other
WO2017036732A1,-1,Noise,2016,Other
CN104709374B,3,T3,2015,CN
CN106476926A,0,T0,2015,CN
CN106483964A,-1,Noise,2015,CN
CN106489030A,-1,Noise,2015,CN
CN205996979U,2,T2,2016,CN
CN205996982U,0,T0,2016,CN
DE102015216659A1,-1,Noise,2015,DE
DE102015216665A1,-1,Noise,2015,DE
GB2491308B,-1,Noise,2011,GB
CN103401932B,2,T2,2013,CN
KR1020170021800A,76,T76,2015,KR
IN201617039107A,-1,Noise,2016,IN
IN201617039124A,76,T76,2016,IN
AU2015311234A1,63,T63,2015,Other
CN106426237A,4,T4,2016,CN
CN106426269A,-1,Noise,2016,CN
CN106428266A,-1,Noise,2016,CN
CN106428287A,0,T0,2016,CN
CN106428288A,0,T0,2016,CN
CN106444359A,54,T54,2016,CN
CN106457574A,4,T4,2015,CN
CN106457575A,-1,Noise,2015,CN
US9573277B2,17,T17,2014,US
IN201617034082A,34,T34,2016,IN
CN103761392B,1,T1,2014,CN
CN103940714B,23,T23,2014,CN
CN104298243B,1,T1,2014,CN
CN106390334A,-1,Noise,2016,CN
CN106413996A,25,T25,2015,CN
CN106416026A,-1,Noise,2015,CN
IN201617034064A,34,T34,2016,IN
CN106383441A,-1,Noise,2016,CN
CN106384285A,42,T42,2016,CN
CN205924969U,11,T11,2016,CN
CN205928674U,0,T0,2016,CN
CN205928689U,66,T66,2016,CN
CN205930612U,7,T7,2016,CN
DE202016006747U1,22,T22,2016,DE
JP2017028810A,49,T49,2015,JP
CN104407611B,1,T1,2014,CN
CN104816766B,0,T0,2015,CN
CN104842363B,4,T4,2015,CN
CN106363626A,-1,Noise,2016,CN
CN106373240A,42,T42,2016,CN
DE202015104886U1,25,T25,2015,DE
US20170021497A1,-1,Noise,2016,US
CN104842345B,4,T4,2015,CN
CN106346500A,4,T4,2016,CN
CN106353769A,23,T23,2016,CN
CN205903275U,24,T24,2016,CN
KR1020170008637A,-1,Noise,2015,KR
CN106339669A,-1,Noise,2016,CN
CN205889207U,29,T29,2016,CN
CN205890814U,7,T7,2016,CN
DE102011109908B4,22,T22,2011,DE
DE202015104686U1,25,T25,2015,DE
US20170008174A1,17,T17,2014,US
CN106313103A,-1,Noise,2016,CN
CN205870548U,-1,Noise,2016,CN
CN205881254U,7,T7,2016,CN
IN201647040059A,-1,Noise,2016,IN
CN106272461A,2,T2,2016,CN
CN106272534A,-1,Noise,2016,CN
CN106274776A,0,T0,2016,CN
CN106275061A,7,T7,2016,CN
CN106276707A,59,T59,2016,CN
CN106289254A,23,T23,2016,CN
CN205850212U,11,T11,2016,CN
CN205854318U,0,T0,2016,CN
SG11201609420RA,76,T76,2015,Other
SG11201609651QA,-1,Noise,2015,Other
CN205831539U,-1,Noise,2016,CN
CN205832148U,24,T24,2016,CN
EP3108217A1,25,T25,2015,Other
GB2539707A,-1,Noise,2015,GB
AU2015270458A1,-1,Noise,2015,Other
KR1020160146000A,-1,Noise,2015,KR
CN106214163A,8,T8,2016,CN
CN106217388A,-1,Noise,2016,CN
CN106218575A,-1,Noise,2016,CN
CN205799540U,2,T2,2016,CN
CN205799542U,72,T72,2016,CN
CN205801357U,11,T11,2016,CN
CN102896637B,4,T4,2012,CN
JP2016202094A,-1,Noise,2015,JP
WO2016196512A1,28,T28,2016,Other
CN106181960A,-1,Noise,2016,CN
CN106181961A,-1,Noise,2016,CN
CN106184456A,0,T0,2016,CN
CN106184463A,9,T9,2016,CN
CN106200516A,-1,Noise,2016,CN
CN106210794A,0,T0,2016,CN
CN205766244U,13,T13,2016,CN
CN205775935U,31,T31,2016,CN
IN201621039626A,17,T17,2016,IN
US20160346928A1,28,T28,2016,US
AU2015270476A1,76,T76,2015,Other
AU2015270477A1,-1,Noise,2015,Other
CN205738931U,-1,Noise,2016,CN
JP6035590B2,-1,Noise,2014,JP
CN106142043A,4,T4,2015,CN
CN106155093A,-1,Noise,2016,CN
CN205706943U,0,T0,2016,CN
CN205708814U,18,T18,2016,CN
CN205721372U,49,T49,2016,CN
CN205723240U,18,T18,2016,CN
TWM532302U,-1,Noise,2016,Other
CN106113026A,19,T19,2016,CN
CN106113057A,2,T2,2016,CN
CN106114434A,-1,Noise,2016,CN
CN205692045U,44,T44,2016,CN
HK1216402A,58,T58,2016,Other
HK1216404A,34,T34,2016,Other
HK1216406A,34,T34,2016,Other
IN201647033140A,58,T58,2016,IN
CN104174138B,-1,Noise,2014,CN
CN106078752A,32,T32,2016,CN
CN106081757A,70,T70,2015,CN
CN106088116A,18,T18,2016,CN
CN106094813A,5,T5,2016,CN
CN106094817A,5,T5,2016,CN
AU2015248710A1,34,T34,2015,Other
AU2015248711A1,34,T34,2015,Other
SG11201608199UA,58,T58,2015,Other
SG11201608202YA,34,T34,2015,Other
SG11201608204QA,34,T34,2015,Other
CN106041962A,2,T2,2016,CN
CN205659320U,14,T14,2016,CN
JP6015474B2,-1,Noise,2013,JP
US20160309079A1,26,T26,2015,US
AU2015248794A1,58,T58,2015,Other
CN103596631B,-1,Noise,2011,CN
CN205651333U,72,T72,2016,CN
JP6007908B2,-1,Noise,2011,JP
KR1020160120732A,4,T4,2015,KR
KR101665543B1,-1,Noise,2009,KR
CN106005086A,-1,Noise,2016,CN
CN106005092A,-1,Noise,2016,CN
CN205628635U,23,T23,2016,CN
EP3077163A1,25,T25,2014,Other
TWI552745B,24,T24,2014,Other
CN104476550B,71,T71,2014,CN
TW201634200A,29,T29,2015,Other
US20160279797A1,-1,Noise,2014,US
CN105965506A,1,T1,2016,CN
CN105965520A,2,T2,2016,CN
EP3071372A1,25,T25,2014,Other
US20160271800A1,-1,Noise,2015,US
CN103676797B,-1,Noise,2012,CN
CN105947200A,-1,Noise,2016,CN
CN105957328A,8,T8,2016,CN
CN205586510U,14,T14,2016,CN
MYPI2015700860A,2,T2,2015,Other
EP3066441A2,-1,Noise,2014,Other
KR101653235B1,-1,Noise,2016,KR
CN105919796A,24,T24,2016,CN
CN105930588A,-1,Noise,2016,CN
CN205549266U,-1,Noise,2016,CN
CN205555862U,18,T18,2016,CN
EP3062971A1,25,T25,2014,Other
JP5987316B2,9,T9,2009,JP
KR1020160105055A,-1,Noise,2015,KR
JP2016154845A,63,T63,2016,JP
CN104816298B,1,T1,2015,CN
CN105904455A,22,T22,2016,CN
CN205521395U,0,T0,2016,CN
CN205521397U,12,T12,2016,CN
CN205521431U,-1,Noise,2016,CN
CN205521502U,16,T16,2016,CN
CN205524559U,0,T0,2016,CN
US9427649B2,14,T14,2014,US
US9427868B1,63,T63,2015,US
US9429948B2,-1,Noise,2011,US
DE102016001643A1,22,T22,2016,DE
DE102016001644A1,22,T22,2016,DE
JP2016153155A,22,T22,2015,JP
JP2016153156A,22,T22,2015,JP
US20160243699A1,63,T63,2015,US
CN104225895B,14,T14,2014,CN
CN104589310B,4,T4,2014,CN
CN105881543A,2,T2,2014,CN
CN105881550A,67,T67,2016,CN
CN105892829A,2,T2,2016,CN
CN205494954U,11,T11,2016,CN
CN205508319U,31,T31,2016,CN
JP5974220B2,0,T0,2012,JP
JP5975735B2,-1,Noise,2012,JP
TWI546168B,29,T29,2015,Other
CN103770116B,-1,Noise,2014,CN
CN104550348B,18,T18,2015,CN
CN205461015U,11,T11,2016,CN
CN205466309U,12,T12,2016,CN
CN205469365U,0,T0,2016,CN
CN205482613U,14,T14,2016,CN
KR1020160095789A,52,T52,2015,KR
DE202015101621U1,25,T25,2015,DE
US20160229068A1,25,T25,2014,US
AU2016101054A4,11,T11,2016,Other
CN104584861B,-1,Noise,2015,CN
CN105835986A,37,T37,2016,CN
CN105843222A,33,T33,2016,CN
CN105849538A,-1,Noise,2014,CN
CN205438576U,-1,Noise,2016,CN
EP3052275A2,25,T25,2014,Other
US9412010B2,-1,Noise,2012,US
CN205411952U,-1,Noise,2016,CN
CN205415637U,-1,Noise,2015,CN
CN205415691U,2,T2,2015,CN
JP5962679B2,-1,Noise,2014,JP
TWI544367B,-1,Noise,2013,Other
DE202015101427U1,-1,Noise,2015,DE
AU2013204965B2,75,T75,2013,Other
CN105798924A,72,T72,2016,CN
EP3046735A1,25,T25,2014,Other
CN205389272U,-1,Noise,2016,CN
CN105751199A,71,T71,2014,CN
CN105751200A,71,T71,2014,CN
CN105751220A,-1,Noise,2016,CN
CN105760894A,70,T70,2016,CN
TH11740U,-1,Noise,2012,Other
CN105726125A,-1,Noise,2016,CN
CN105739437A,-1,Noise,2016,CN
CN105741672A,-1,Noise,2016,CN
CN205369091U,18,T18,2016,CN
CN205375184U,61,T61,2015,CN
US9381961B1,-1,Noise,2014,US
FR3021572B1,76,T76,2014,FR
TH153734A,-1,Noise,2014,Other
CN104354784B,0,T0,2014,CN
CN205343143U,-1,Noise,2016,CN
CN205354595U,-1,Noise,2016,CN
CN103124669B,-1,Noise,2011,CN
US20160176375A1,-1,Noise,2014,US
CN104367405B,4,T4,2014,CN
CN105690383A,22,T22,2015,CN
CN105690390A,-1,Noise,2016,CN
CN105690394A,32,T32,2016,CN
JP2016105865A,-1,Noise,2016,JP
CN105666502A,0,T0,2016,CN
DE102014017899A1,-1,Noise,2014,DE
CN105643632A,-1,Noise,2016,CN
CN105644650A,19,T19,2015,CN
CN105619379A,20,T20,2016,CN
CN105619425A,-1,Noise,2015,CN
CN205281265U,44,T44,2016,CN
US20160144504A1,-1,Noise,2015,US
CN105599816A,1,T1,2015,CN
CN105599822A,19,T19,2016,CN
CN105602250A,14,T14,2016,CN
CN105605746A,2,T2,2016,CN
CN105608268A,3,T3,2015,CN
DE102014223701A1,-1,Noise,2014,DE
DE102014223771A1,75,T75,2014,DE
CA2819722C,11,T11,2013,Other
CN105583814A,0,T0,2016,CN
CN105583856A,-1,Noise,2016,CN
CN105593076A,-1,Noise,2014,CN
CN205235325U,14,T14,2015,CN
CN205239481U,7,T7,2015,CN
CN205220396U,-1,Noise,2015,CN
CN205220397U,-1,Noise,2015,CN
CN103345894B,31,T31,2013,CN
US9333652B2,-1,Noise,2014,US
WO2016066616A1,28,T28,2015,Other
CN105538302A,12,T12,2016,CN
CN105539626A,0,T0,2015,CN
CN105543020A,14,T14,2016,CN
CN105545829A,0,T0,2016,CN
CN105551278A,31,T31,2016,CN
CN105555490A,25,T25,2014,CN
CN205205713U,31,T31,2015,CN
DE202014010054U1,22,T22,2014,DE
DE102014221798A1,28,T28,2014,DE
CN105528081A,10,T10,2015,CN
CN205184805U,4,T4,2015,CN
CN205188823U,-1,Noise,2015,CN
JP2016061302A,-1,Noise,2014,JP
IR88467B,0,T0,2015,Other
HK1210549A,-1,Noise,2015,Other
CN104198105B,-1,Noise,2014,CN
CN205166945U,61,T61,2015,CN
CN205172369U,18,T18,2015,CN
JP5906506B1,-1,Noise,2014,JP
TW201614562A,42,T42,2014,Other
DE102015013507A1,25,T25,2015,DE
JP2016052697A,-1,Noise,2014,JP
CN104589348B,1,T1,2014,CN
CN205148332U,8,T8,2015,CN
CN103042525B,1,T1,2013,CN
TWM520036U,23,T23,2015,Other
CN105459120A,22,T22,2015,CN
CN105460100A,0,T0,2015,CN
CN205125477U,14,T14,2015,CN
CN205129886U,4,T4,2015,CN
CN205139614U,44,T44,2015,CN
JP5898199B2,-1,Noise,2012,JP
JP5899788B2,-1,Noise,2011,JP
CN103318290B,-1,Noise,2013,CN
JP2016042783A,-1,Noise,2015,JP
CN205106482U,-1,Noise,2015,CN
JP5897105B2,-1,Noise,2012,JP
KR1020160032608A,27,T27,2014,KR
CN105415377A,61,T61,2015,CN
CN105425799A,42,T42,2015,CN
