doc_id,source_doc_id,simple_family_id,publication_number,bertopic_topic,year
5176,6850,284130150,CN108635798A,14,2018
5177,6854,284129214,CN108638082A,29,2018
5178,6855,284120817,CN108638100A,4,2018
5179,6857,284144257,CN108639182A,0,2018
5180,6858,284103600,CN108646730A,70,2018
5181,6859,284071707,CN108646765A,33,2018
5182,6860,284129350,CN108648348A,61,2018
5183,6861,284149958,CN207953861U,-1,2017
5184,6862,284113270,CN207953882U,13,2018
5185,6863,284160577,CN207955834U,-1,2018
5186,6865,283941519,CN108618492A,18,2018
5187,6866,283953488,CN108622228A,52,2018
5188,6867,283963061,CN108630120A,31,2018
5189,6868,283954796,CN207947555U,60,2018
5190,6869,317380355,RU2669130C2,13,2015
5191,6870,283875975,DE102017106791A1,-1,2017
5192,6872,283812790,CN207931311U,36,2018
5193,6874,248366316,CN108577839A,8,2018
5194,6875,248353038,CN108577945A,-1,2018
5195,6877,248257113,CN108592936A,21,2018
5196,6880,185792364,CN105938364B,3,2016
5197,6881,247114959,CN108569600A,70,2017
5198,6882,188817903,CN106428287B,0,2016
5199,6883,188818229,CN106428288B,0,2016
5200,6884,246982682,CN108556943A,0,2017
5201,6885,247014373,CN108563220A,-1,2018
5202,6886,247030934,CN108564038A,42,2018
5203,6887,246973857,CN207887697U,-1,2017
5204,6888,247007667,CN207888637U,8,2018
5205,6891,237316284,TW201833875A,46,2017
5206,6892,185666267,CN105919796B,24,2016
5207,6893,246057693,CN108536075A,-1,2018
5208,6894,246026196,CN108538013A,29,2018
5209,6896,244756916,CN207836827U,-1,2018
5210,6897,SG11201609651Q20150605,SG11201609651QB,-1,2015
5211,6898,244391336,CN108502047A,0,2018
5212,6900,244372395,CN108508927A,-1,2017
5213,6901,244460113,CN207824995U,-1,2018
5214,6902,243689244,CN108469732A,1,2018
5215,6903,200078205,CN108472893A,-1,2016
5216,6904,243660329,CN207785349U,20,2017
5217,6905,243747478,IN201611016089A,2,2016
5218,6908,243105874,CN207780600U,0,2017
5219,6910,317377333,RU2664841C2,58,2015
5220,6911,240592836,CN108426488A,14,2018
5221,6913,239961271,CN207737381U,-1,2018
5222,6914,MYPI201770051620170216,MYPI2017700516A,69,2017
5223,6915,192189290,CN106647334B,1,2017
5224,6917,238650722,CN207725509U,0,2017
5225,6918,238707402,CN207731131U,73,2018
5226,6919,187801941,CN106275061B,7,2016
5227,6923,238380647,CN207694255U,11,2017
5228,6924,238314197,US10043279B1,-1,2016
5229,6925,238081435,CN108354564A,-1,2017
5230,6926,238184178,CN108363941A,41,2017
5231,6927,238146315,CN207679994U,14,2017
5232,6929,199790311,CN106871730B,-1,2017
5233,6930,237965348,CN108346935A,18,2018
5234,6931,234340878,CN108351701A,8,2016
5235,6935,237873048,CN108335601A,24,2018
5236,6938,183934965,CN105666502B,0,2016
5237,6939,237715280,CN108312127A,19,2017
5238,6940,173837115,CN104932264B,5,2015
5239,6944,188633919,CN106409571B,18,2016
5240,6946,237485220,CN207617837U,0,2017
5241,6947,237460245,CN207623998U,46,2017
5242,6948,237371623,CN207607564U,0,2017
5243,6949,167976752,JP6356434B2,-1,2014
5244,6951,221122407,CN207593798U,19,2017
5245,6952,317263114,RU2016152159A,-1,2015
5246,6953,234262050,KR101875510B1,40,2016
5247,6956,175112162,RU2016151215A,76,2015
5248,6958,237080255,CN108255055A,-1,2018
5249,6959,237055219,CN108255099A,31,2017
5250,6960,237082702,CN207575160U,24,2017
5251,6961,237105524,CN207585392U,18,2017
5252,6962,237009700,JP2018102537A,8,2016
5253,6964,175467870,CN105165700B,39,2015
5254,6966,236883489,CN207570736U,16,2017
5255,6968,236527743,CN108227484A,1,2016
5256,6969,236582168,CN108230956A,31,2018
5257,6970,236656361,CN207550352U,0,2017
5258,6973,236327333,WO2018113263A1,75,2017
5259,6974,236110543,CN207532782U,11,2017
5260,6975,188188154,CN106347517B,61,2016
5261,6976,198998836,CN106818416B,69,2016
5262,6977,235977511,CN108189025A,2,2017
5263,6978,235961302,IN201821021323A,2,2018
5264,6982,184335286,CN105741672B,-1,2016
5265,6984,235794889,CN207509229U,2,2017
5266,6985,235829357,CN207511115U,18,2017
5267,6986,184581576,CN105774939B,0,2016
5268,6987,188594969,CN106386942B,-1,2016
5269,6988,188592089,CN106394718B,0,2016
5270,6989,235721133,CN108161987A,-1,2017
5271,6990,235738024,CN108163036A,2,2017
5272,6991,235658106,CN207495510U,2,2017
5273,6992,235667309,CN207495512U,2,2017
5274,6993,168389218,CN105339213B,-1,2014
5275,6994,235485353,CN108145720A,-1,2017
5276,6995,235488239,CN108153310A,7,2017
5277,6996,235455132,CN108154071A,51,2016
5278,6997,215344357,KR101865691B1,21,2016
5279,6998,235342698,CN108127673A,-1,2017
5280,6999,235383447,CN207465234U,2,2017
5281,7000,235396257,CN207465261U,2,2017
5282,7001,235079790,CN108119054A,18,2017
5283,7002,235123695,CN207455685U,-1,2017
5284,7003,234499204,CN207429681U,11,2017
5285,7004,234525585,CN207433592U,-1,2017
5286,7006,233932012,CN108081296A,49,2016
5287,7010,233235840,CN108073729A,24,2016
5288,7011,233221746,CN207400911U,20,2017
5289,7012,184474993,CN105751199B,71,2014
5290,7014,232511395,CN207376525U,18,2017
5291,7015,232541184,IN201611039031A,51,2016
5292,7016,233699092,KR1020180052321A,9,2016
5293,7017,SG11201608199U20150417,SG11201608199UB,58,2015
5294,7018,232397560,JP2018075665A,0,2016
5295,7022,232229216,CN207356013U,-1,2017
5296,7023,232237983,CN207360449U,0,2017
5297,7024,232250798,CN207361627U,-1,2017
5298,7025,186358329,US9973688B2,26,2015
5299,7026,175560927,CN105197125B,-1,2015
5300,7027,187837986,CN108024733A,8,2016
5301,7028,188652003,CN108027942A,42,2016
5302,7029,232088482,CN207344615U,72,2017
5303,7030,232065239,CN207345416U,-1,2017
5304,7033,144835363,JP6321905B2,-1,2011
5305,7034,231729458,CN108000518A,47,2017
5306,7035,231734825,CN108005454A,30,2017
5307,7036,231744801,CN108009680A,1,2017
5308,7037,231770194,CN108010258A,46,2017
5309,7039,231512650,CN107995450A,-1,2017
5310,7040,231494459,CN207319560U,24,2017
5311,7041,231028193,CN207302261U,46,2017
5312,7042,176109147,US9956407B2,2,2015
5313,7043,230954921,CN107963145A,0,2017
5314,7044,230952497,CN207273208U,13,2017
5315,7045,230948396,CN207282517U,2,2017
5316,7046,317267593,NZ725474A,13,2015
5317,7048,175095663,NZ727046A,27,2015
5318,7051,113929657,EP1972416B1,-1,2007
5319,7052,230873586,EP3312824A1,11,2016
5320,7054,399486937,DE102016012385A1,22,2016
5321,7055,185928107,JP2018511125A,-1,2016
5322,7058,230591168,CN207241837U,0,2017
5323,7059,230342171,CN107901046A,-1,2017
5324,7060,230324889,CN207220812U,24,2017
5325,7061,186250526,CN106005092B,-1,2016
5326,7062,230198235,CN107891839A,-1,2017
5327,7063,230166780,CN207206443U,-1,2017
5328,7064,230219605,CN207209153U,13,2017
5329,7065,173508955,CN104875813B,0,2015
5330,7066,188842136,CN106428484B,0,2016
5331,7067,230037089,CN107878592A,0,2017
5332,7068,230074915,CN207185985U,20,2017
5333,7070,173617761,CN104898672B,1,2015
5334,7071,229880708,CN107865545A,20,2017
5335,7072,229922151,CN207172081U,10,2017
5336,7073,229916577,CN207182098U,-1,2017
5337,7074,229763586,CN107856756A,0,2017
5338,7075,229762967,CN207151225U,39,2017
5339,7076,229807417,CN207165176U,31,2017
5340,7077,229807761,CN207165177U,31,2017
5341,7078,HK17110585.120171018,HK1236471A,-1,2017
5342,7079,229580537,CN107838931A,2,2017
5343,7080,229655969,CN207139820U,29,2017
5344,7081,229433694,CN107825473A,2,2017
5345,7083,229327215,DE102017119149A1,-1,2017
5346,7084,229246018,CN107816951A,-1,2017
5347,7085,229217264,CN207123507U,-1,2017
5348,7086,184780073,CN105798924B,72,2016
5349,7088,229020082,CN207104925U,2,2017
5350,7089,229043996,CN207109475U,18,2017
5351,7090,229030572,CN207115987U,14,2017
5352,7091,169103375,CN104202694B,2,2014
5353,7092,228508225,CN107791265A,67,2016
5354,7094,228555295,CN207089485U,0,2017
5355,7095,175142822,CN105137969B,3,2015
5356,7096,175927649,CN105259105B,20,2015
5357,7098,229070169,KR101836413B1,19,2016
5358,7102,228297740,CN107767959A,8,2017
5359,7103,228126479,CN107745384A,-1,2017
5360,7104,IR13955014000301219320161228,IR95162B,29,2016
5361,7105,173368460,CH709251B1,2,2014
5362,7106,227984007,CN107738400A,66,2017
5363,7107,186032795,CN105963911B,14,2016
5364,7108,227901704,CN107716695A,-1,2017
5365,7109,227829915,CN107727380A,16,2017
5366,7110,227920856,CN207029356U,0,2017
5367,7112,153856501,CN102730189B,0,2012
5368,7113,154006600,CN102756625B,0,2012
5369,7114,154006121,CN102756804B,0,2012
5370,7115,169403561,CN104281787B,11,2014
5371,7116,180139671,CN105353773B,-1,2015
5372,7117,183521957,CN105607632B,3,2015
5373,7118,208345427,CN107030722B,4,2017
5374,7119,227604351,CN107697184A,0,2017
5375,7121,227362251,CN107685786A,0,2017
5376,7122,227259114,US9889563B1,-1,2017
5377,7123,227165380,CN206980024U,18,2017
5378,7124,227160182,CN206982673U,8,2017
5379,7126,SG11201609419R20150603,SG11201609419RB,-1,2015
5380,7127,226383006,CN206965128U,11,2017
5381,7128,185412543,CN105881550B,67,2016
5382,7129,226091034,CN206953009U,75,2017
5383,7130,226135302,CN206953019U,-1,2017
5384,7132,185875446,CN105946483B,0,2016
5385,7133,225949917,CN107644441A,15,2017
5386,7134,225711155,CN107631256A,31,2017
5387,7135,225691800,CN107633719A,-1,2017
5388,7140,225452259,CN107610376A,42,2017
5389,7141,225440998,CN107613254A,-1,2017
5390,7142,225405878,CN206905624U,14,2017
5391,7143,225186348,CN206883927U,18,2017
5392,7144,225163906,CN206885198U,-1,2017
5393,7145,225181301,CN206885201U,0,2017
5394,7146,225013599,CN107571933A,0,2017
5395,7147,224823790,CN107562052A,6,2017
5396,7148,224827020,CN107562053A,6,2017
5397,7150,224859586,CN206855451U,2,2017
5398,7151,224692255,CN206840098U,44,2017
5399,7152,224584116,DE102016216441B3,22,2016
5400,7153,189297134,WO2018000261A1,17,2016
5401,7156,169102907,CN104200816B,2,2014
5402,7157,224234039,CN107500146A,-1,2017
5403,7158,224186396,CN107506360A,2,2016
5404,7160,175111267,NZ726418A,13,2015
5405,7161,224103705,DE102016007519A1,0,2016
5406,7162,224015520,CN206764788U,64,2017
5407,7163,224030685,CN206766180U,-1,2017
5408,7164,224038878,CN206766181U,6,2017
5409,7165,224057627,CN206770874U,-1,2017
5410,7166,183187976,CN105539626B,0,2015
5411,7167,183541850,CN105599822B,19,2016
5412,7171,223791351,CN206733044U,-1,2017
5413,7172,223767618,CN206734445U,0,2016
5414,7173,SG11201608204Q20150417,SG11201608204QB,34,2015
5415,7175,222783362,CN206709701U,-1,2017
5416,7176,222395333,CN107416065A,0,2017
5417,7177,222401809,CN206690102U,2,2017
5418,7180,221586628,CN107380294A,-1,2017
5419,7181,221501733,CN206658943U,-1,2017
5420,7182,221497668,CN206663258U,8,2016
5421,7183,221511364,CN206663279U,9,2017
5422,7184,221538032,CN206671254U,-1,2017
5423,7185,220925604,CN206653064U,-1,2017
5424,7186,220128262,JP2017204231A,2,2016
5425,7187,TH160100722520161202,TH170435A,-1,2016
5426,7189,172794303,CN104793621B,1,2015
5427,7190,180140190,CN105346618B,3,2015
5428,7191,183194587,CN105545829B,0,2016
5429,7192,219114983,CN107336233A,10,2017
5430,7193,219121962,CN107340738A,8,2017
5431,7195,219100390,CN206627091U,-1,2017
5432,7196,202457011,KR101795429B1,-1,2015
5433,7197,TH160100720420161201,TH170376A,76,2016
5434,7198,TH160100720520170215,TH170377A,-1,2017
5435,7201,169992524,CN104331081B,3,2014
5436,7202,170299185,CN104375417B,29,2014
5437,7203,163249350,CN104487174B,-1,2013
5438,7204,171824076,CN104656676B,10,2014
5439,7205,217600501,CN107323561A,0,2017
5440,7206,217596287,CN107331250A,14,2017
5441,7207,217008003,CN107309877A,-1,2017
5442,7209,SG11201609420R20150603,SG11201609420RB,76,2015
5443,7210,216317094,CN206601729U,31,2016
5444,7211,189475676,US9802314B2,-1,2016
5445,7212,215695755,WO2017181319A1,1,2016
5446,7213,215702106,WO2017181956A1,38,2017
5447,7215,173959207,CN104950888B,1,2015
5448,7216,184476603,CN105751200B,71,2014
5449,7217,215024263,CN206565690U,59,2016
5450,7218,214552528,CN107253204A,0,2017
5451,7220,214539472,CN107256284A,-1,2017
5452,7222,183676449,CN105619379B,20,2016
5453,7223,213747120,CN206544552U,0,2017
5454,7224,171861865,US9784249B2,-1,2015
5455,7225,214512214,RU2632770C,5,2016
5456,7227,185701330,WO2017166830A1,31,2016
5457,7232,183820446,CN105644650B,19,2015
5458,7233,212888099,CN107229226A,1,2016
5459,7234,198561551,TWI601426B,23,2015
5460,7237,184015346,KR101782345B1,-1,2015
5461,7238,175465793,CN105171776B,0,2015
5462,7239,179603831,CN105329333B,3,2015
5463,7240,182124087,CN105460100B,0,2015
5464,7241,187930404,CN106313049B,4,2016
5465,7242,212136119,CN107203490A,1,2017
5466,7243,183851551,CN107209084A,-1,2015
5467,7244,211941169,CN107182443A,39,2017
5468,7245,211938110,CN107186732A,2,2017
5469,7246,211916475,CN107187512A,-1,2017
5470,7247,211868607,CN206509681U,36,2016
5471,7248,TH130100090020130222,TH168063A,-1,2013
5472,7250,211258453,CN206499796U,59,2016
5473,7251,211108075,CN107160399A,44,2017
5474,7252,211095755,CN107168061A,1,2017
5475,7253,211084941,CN107170321A,59,2017
5476,7256,210616468,CN206482959U,14,2016
5477,7257,152070377,KR101772974B1,48,2010
5478,7258,210326769,CN107145153A,70,2017
5479,7261,210085305,CN107127760A,-1,2017
5480,7264,209906514,CN107116549A,1,2017
5481,7265,209910704,CN107116572A,-1,2017
5482,7266,209887617,CN206455655U,13,2016
5483,7267,204314503,TW201729961A,2,2016
5484,7268,163596122,CN103448063B,-1,2013
5485,7270,209582674,CN206445813U,4,2016
5486,7271,209602667,CN206452472U,2,2016
5487,7272,172639638,CN104760630B,-1,2015
5488,7273,209426687,CN206436253U,9,2017
5489,7274,156891497,CN102996151B,18,2012
5490,7276,209110080,CN107085422A,-1,2017
5491,7283,208923545,CN107049743A,24,2017
5492,7284,208869085,CN206414691U,14,2017
5493,7285,208869897,CN206419661U,-1,2017
5494,7287,208580938,CN206406045U,72,2017
5495,7290,206719628,DE102016102178A1,30,2016
5496,7291,206494739,CN206383150U,-1,2017
5497,7292,206487721,CN206383949U,7,2017
5498,7293,205741316,CN206371136U,18,2016
5499,7296,204099802,CN206366995U,-1,2016
5500,7298,173942413,CN104948139B,18,2015
5501,7299,203747663,CN106985594A,20,2016
5502,7301,203602957,US20170209796A1,2,2016
5503,7302,204282981,GB201709199D0,11,2017
5504,7303,203472803,CN106981075A,-1,2017
5505,7304,203458976,CN106981163A,43,2017
5506,7305,173843545,CN104932254B,1,2015
5507,7307,202969814,CN206342912U,11,2016
5508,7308,202795661,DE102016200455A1,22,2016
5509,7309,183666848,WO2017121044A1,18,2016
5510,7310,171934523,CN104678766B,1,2015
5511,7311,202651966,CN106956261A,-1,2017
5512,7312,173959737,CN104942820B,12,2015
5513,7313,202406439,CN106943054A,-1,2017
5514,7314,202431688,CN106945049A,1,2017
5515,7315,202396241,CN106945051A,14,2017
5516,7316,202407924,CN106950863A,29,2017
5517,7317,202421866,CN106952507A,5,2017
5518,7319,201597543,EP3188625A1,-1,2015
5519,7320,201546726,CN206321793U,2,2016
5520,7321,183936145,CN105666498B,3,2016
5521,7322,201225666,CN106926222A,-1,2017
5522,7323,201295277,CN106933100A,1,2017
5523,7324,201254220,CN206306128U,2,2016
5524,7326,155429526,CN102881100B,-1,2012
5525,7328,169658844,CN104279705B,26,2014
5526,7329,175946626,CN105252532B,32,2015
5527,7330,200708821,CN106901764A,24,2017
5528,7331,200709656,CN106901765A,24,2017
5529,7333,200730259,CN206287131U,4,2016
5530,7335,200027201,DE202017102379U1,28,2017
5531,7339,172972276,CN104799740B,-1,2015
5532,7340,200447302,CN106891338A,29,2017
5533,7341,200430944,CN106892015A,2,2015
5534,7342,199979661,CN106899796A,26,2015
5535,7343,200427249,CN206277406U,4,2016
5536,7344,200053600,CN106882184A,7,2017
5537,7353,200130238,TWM544079U,46,2017
5538,7354,199785718,CN106863309A,10,2015
5539,7356,199814579,CN106873614A,1,2017
5540,7357,199843110,CN206267005U,18,2016
5541,7358,169311813,CN104236651B,1,2014
5542,7359,174270525,CN104985585B,9,2015
5543,7360,174605416,CN105035196B,2,2015
5544,7362,169511077,CN104267618B,2,2014
5545,7363,174573386,CN105033997B,-1,2015
5546,7364,176042547,CN105269577B,-1,2015
5547,7365,199024249,CN106826759A,13,2016
5548,7366,199106699,CN206247215U,31,2016
5549,7367,198690866,IN201747006161A,63,2017
5550,7368,171707448,CN104635762B,1,2015
5551,7369,171821845,CN104656440B,1,2014
5552,7370,198553740,CN106803377A,-1,2017
5553,7374,196584648,US20170151069A1,19,2017
5554,7376,196959779,CN106730893A,11,2017
5555,7379,196865222,CN106737744A,29,2016
5556,7380,196778913,CN106767711A,43,2016
5557,7381,196743987,CN106791389A,-1,2016
5558,7384,196900064,CN206200978U,64,2016
5559,7385,SG11201608202Y20150417,SG11201608202YB,34,2015
5560,7387,194485067,WO2017087987A1,-1,2016
5561,7390,172810138,CN104792559B,1,2015
5562,7391,181732788,CN105459120B,22,2015
5563,7393,194255184,CN106712573A,0,2015
5564,7395,193293670,CN106667716A,24,2016
5565,7396,193334025,CN106681341A,3,2016
5566,7397,185842865,US9649766B2,-1,2015
5567,7398,192096445,DE102015222166A1,22,2015
5568,7401,192180886,CN106628812A,18,2016
5569,7402,192325302,CN106646486A,2,2016
5570,7405,192238848,CN206154281U,-1,2016
5571,7406,192238912,CN206154282U,-1,2016
5572,7407,192269691,CN206154325U,8,2016
5573,7408,191655996,CN106607910A,1,2015
5574,7409,190468657,DE102015220517A1,58,2015
5575,7411,175451992,CN105178467B,66,2015
5576,7412,190665016,CN106584460A,1,2016
5577,7414,190696064,CN106585763A,-1,2016
5578,7415,190618161,CN106600631A,51,2016
5579,7416,190719137,CN106603995A,2,2016
5580,7417,188537450,KR101728604B1,-1,2015
5581,7418,169215101,CN104217107B,47,2014
5582,7419,189995614,CN106564052A,-1,2016
5583,7425,190049168,CN206105891U,-1,2016
5584,7426,190047558,CN206107973U,-1,2016
5585,7429,173952401,CN104943765B,20,2015
5586,7430,189745890,CN206081552U,14,2016
5587,7431,189701363,CN206085042U,-1,2016
5588,7432,189735091,CN206085068U,11,2016
5589,7433,189741504,CN206085631U,-1,2016
5590,7435,189549917,JP2017064835A,3,2015
5591,7437,171479269,CN104586608B,4,2015
5592,7438,171928776,CN104665962B,4,2015
5593,7439,173606695,CN104890756B,19,2015
5594,7440,175161308,CN105128011B,1,2015
5595,7441,183741160,CN105690383B,22,2015
5596,7442,189502721,CN206063775U,11,2016
5597,7443,189529499,CN206065876U,-1,2016
5598,7444,189521229,CN206066467U,2,2016
5599,7450,189430276,CN206060602U,49,2016
5600,7451,187037859,JP6105674B2,22,2015
5601,7453,173298982,CN104842372B,12,2015
5602,7454,175946340,CN105252544B,4,2015
5603,7456,189247658,CN106525049A,15,2016
5604,7457,189270412,CN106525630A,16,2016
5605,7458,189232820,CN106529118A,7,2016
5606,7459,189307802,CN206032651U,72,2016
5607,7460,189084594,DE102015011926A1,23,2015
5608,7463,170684863,CN104443105B,0,2014
5609,7464,189093798,CN106492470A,11,2016
5610,7465,189113463,CN106493738A,-1,2016
5611,7466,189142039,CN206011103U,61,2016
5612,7471,172142853,CN104709374B,3,2015
5613,7473,188980045,CN106483964A,-1,2015
5614,7475,189002122,CN205996979U,2,2016
5615,7476,189019839,CN205996982U,0,2016
5616,7477,188890705,DE102015216659A1,-1,2015
5617,7478,188890888,DE102015216665A1,-1,2015
5618,7479,146979351,GB2491308B,-1,2011
5619,7480,163217904,CN103401932B,2,2013
5620,7485,188806840,CN106426237A,4,2016
5621,7486,188837834,CN106426269A,-1,2016
5622,7487,188806779,CN106428266A,-1,2016
5623,7490,188811195,CN106444359A,54,2016
5624,7493,187894436,US9573277B2,17,2014
5625,7495,165493463,CN103761392B,1,2014
5626,7496,166920383,CN103940714B,23,2014
5627,7497,169749901,CN104298243B,1,2014
5628,7498,188644001,CN106390334A,-1,2016
5629,7502,188454243,CN106383441A,-1,2016
5630,7503,188454096,CN106384285A,42,2016
5631,7504,188489657,CN205924969U,11,2016
5632,7505,188514020,CN205928674U,0,2016
5633,7506,188482896,CN205928689U,66,2016
5634,7507,188477124,CN205930612U,7,2016
5635,7508,399486936,DE202016006747U1,22,2016
5636,7509,188385770,JP2017028810A,49,2015
5637,7510,170472073,CN104407611B,1,2014
5638,7511,173044049,CN104816766B,0,2015
5639,7512,173279809,CN104842363B,4,2015
5640,7513,188357931,CN106363626A,-1,2016
5641,7515,188153408,DE202015104886U1,25,2015
5642,7516,188155250,US20170021497A1,-1,2016
5643,7517,173298051,CN104842345B,4,2015
5644,7518,188188780,CN106346500A,4,2016
5645,7519,188166656,CN106353769A,23,2016
5646,7520,188194747,CN205903275U,24,2016
5647,7521,188288811,KR1020170008637A,-1,2015
5648,7522,188064040,CN106339669A,-1,2016
5649,7523,188104747,CN205889207U,29,2016
5650,7524,188113328,CN205890814U,7,2016
5651,7526,187892831,DE202015104686U1,25,2015
5652,7528,187933716,CN106313103A,-1,2016
5653,7529,187984847,CN205870548U,-1,2016
5654,7530,187963589,CN205881254U,7,2016
5655,7532,187793109,CN106272461A,2,2016
5656,7534,187793129,CN106274776A,0,2016
5657,7536,187755648,CN106276707A,59,2016
5658,7537,187746739,CN106289254A,23,2016
5659,7538,187831097,CN205850212U,11,2016
5660,7539,187823858,CN205854318U,0,2016
5661,7542,187628598,CN205831539U,-1,2016
5662,7543,187631795,CN205832148U,24,2016
5663,7544,172216188,EP3108217A1,25,2015
5664,7547,187688976,KR1020160146000A,-1,2015
5665,7550,187439196,CN106218575A,-1,2016
5666,7551,187406220,CN205799540U,2,2016
5667,7552,187415097,CN205799542U,72,2016
5668,7553,187400546,CN205801357U,11,2016
5669,7554,155667095,CN102896637B,4,2012
5670,7555,187311607,JP2016202094A,-1,2015
5671,7556,187173239,WO2016196512A1,28,2016
5672,7557,187330785,CN106181960A,-1,2016
5673,7558,187331209,CN106181961A,-1,2016
5674,7559,187200442,CN106184456A,0,2016
5675,7561,187308842,CN106200516A,-1,2016
5676,7562,187226014,CN106210794A,0,2016
5677,7563,187274225,CN205766244U,13,2016
5678,7564,187238167,CN205775935U,31,2016
5679,7565,187135528,IN201621039626A,17,2016
5680,7569,187076553,CN205738931U,-1,2016
5681,7570,175765597,JP6035590B2,-1,2014
5682,7571,186913959,CN106142043A,4,2015
5683,7572,186929107,CN106155093A,-1,2016
5684,7573,186982430,CN205706943U,0,2016
5685,7574,186970938,CN205708814U,18,2016
5686,7575,186966914,CN205721372U,49,2016
5687,7576,186971154,CN205723240U,18,2016
5688,7577,186857140,TWM532302U,-1,2016
5689,7578,186847100,CN106113026A,19,2016
5690,7580,186780794,CN106114434A,-1,2016
5691,7581,186812378,CN205692045U,44,2016
5692,7582,186876381,HK1216402A,58,2016
5693,7586,168937351,CN104174138B,-1,2014
5694,7588,186672152,CN106081757A,70,2015
5695,7589,186700154,CN106088116A,18,2016
5696,7590,186630348,CN106094813A,5,2016
5697,7597,186512701,CN106041962A,2,2016
5698,7598,186468960,CN205659320U,14,2016
5699,7599,167414101,JP6015474B2,-1,2013
5700,7602,155748042,CN103596631B,-1,2011
5701,7603,186376096,CN205651333U,72,2016
5702,7606,142218564,KR101665543B1,-1,2009
5703,7607,186222113,CN106005086A,-1,2016
5704,7609,186269880,CN205628635U,23,2016
5705,7610,171994880,EP3077163A1,25,2014
5706,7611,174213968,TWI552745B,24,2014
5707,7612,170823534,CN104476550B,71,2014
5708,7613,185474876,TW201634200A,29,2015
5709,7615,186015011,CN105965506A,1,2016
5710,7616,186027779,CN105965520A,2,2016
5711,7619,165003302,CN103676797B,-1,2012
5712,7620,185882251,CN105947200A,-1,2016
5713,7622,185894380,CN205586510U,14,2016
5714,7623,MYPI201570086020150318,MYPI2015700860A,2,2015
5715,7625,182223447,KR101653235B1,-1,2016
5716,7627,185656999,CN105930588A,-1,2016
5717,7628,185697623,CN205549266U,-1,2016
5718,7629,185719910,CN205555862U,18,2016
5719,7631,132217250,JP5987316B2,9,2009
5720,7632,185749930,KR1020160105055A,-1,2015
5721,7634,173041878,CN104816298B,1,2015
5722,7636,185505198,CN205521395U,0,2016
5723,7637,185558473,CN205521397U,12,2016
5724,7638,185568165,CN205521431U,-1,2016
5725,7639,185560243,CN205521502U,16,2016
5726,7640,185518786,CN205524559U,0,2016
5727,7641,172414739,US9427649B2,14,2014
5728,7642,185364149,US9427868B1,63,2015
5729,7646,185364163,JP2016153155A,22,2015
5730,7647,185364237,JP2016153156A,22,2015
5731,7649,169316272,CN104225895B,14,2014
5732,7650,171486127,CN104589310B,4,2014
5733,7651,185443282,CN105881543A,2,2014
5734,7653,185399816,CN105892829A,2,2016
5735,7654,185452980,CN205494954U,11,2016
5736,7655,185443446,CN205508319U,31,2016
5737,7656,163846068,JP5974220B2,0,2012
5738,7657,154545196,JP5975735B2,-1,2012
5739,7659,165639234,CN103770116B,-1,2014
5740,7660,171307899,CN104550348B,18,2015
5741,7661,183976202,CN205461015U,11,2016
5742,7662,185300642,CN205466309U,12,2016
5743,7663,185305133,CN205469365U,0,2016
5744,7664,185259704,CN205482613U,14,2016
5745,7665,185350878,KR1020160095789A,52,2015
5746,7666,185074522,DE202015101621U1,25,2015
5747,7668,185168677,AU2016101054A4,11,2016
5748,7669,171472569,CN104584861B,-1,2015
5749,7670,185104506,CN105835986A,37,2016
5750,7671,185082077,CN105843222A,33,2016
5751,7672,172442608,CN105849538A,-1,2014
5752,7673,185118299,CN205438576U,-1,2016
5753,7675,155541363,US9412010B2,-1,2012
5754,7676,185004178,CN205411952U,-1,2016
5755,7677,184977934,CN205415637U,-1,2015
5756,7678,184983136,CN205415691U,2,2015
5757,7679,172767142,JP5962679B2,-1,2014
5758,7680,176146191,TWI544367B,-1,2013
5759,7681,184756788,DE202015101427U1,-1,2015
5760,7682,165916495,AU2013204965B2,75,2013
5761,7685,184544691,CN205389272U,-1,2016
5762,7688,184483370,CN105751220A,-1,2016
5763,7689,184467681,CN105760894A,70,2016
5764,7690,TH120300041320120425,TH11740U,-1,2012
5765,7691,184347532,CN105726125A,-1,2016
5766,7692,184333927,CN105739437A,-1,2016
5767,7694,184378942,CN205369091U,18,2016
5768,7695,184351136,CN205375184U,61,2015
5769,7696,184269976,US9381961B1,-1,2014
5770,7697,317262537,FR3021572B1,76,2014
5771,7698,TH140100073220140211,TH153734A,-1,2014
5772,7699,170184560,CN104354784B,0,2014
5773,7700,184199963,CN205343143U,-1,2016
5774,7701,184200105,CN205354595U,-1,2016
5775,7703,173467384,US20160176375A1,-1,2014
5776,7704,170280887,CN104367405B,4,2014
5777,7706,184069171,CN105690390A,-1,2016
5778,7707,184069479,CN105690394A,32,2016
5779,7708,183947018,JP2016105865A,-1,2016
5780,7710,183757661,DE102014017899A1,-1,2014
5781,7711,183837994,CN105643632A,-1,2016
5782,7715,183720242,CN205281265U,44,2016
5783,7717,183521493,CN105599816A,1,2015
5784,7719,183536370,CN105602250A,14,2016
5785,7720,183545668,CN105605746A,2,2016
5786,7723,183513484,DE102014223771A1,75,2014
5787,7724,163722661,CA2819722C,11,2013
5788,7726,183361214,CN105583856A,-1,2016
5789,7727,183377494,CN105593076A,-1,2014
5790,7728,183406384,CN205235325U,14,2015
5791,7729,183393951,CN205239481U,7,2015
